port,service,description
2668,tve-announce,TVE Announce
2669,newlixreg,newlixreg
2670,nhserver,nhserver
2671,firstcall42,First Call 42
2672,ewnn,ewnn
2673,ttc-etap,TTC ETAP
2674,simslink,SIMSLink
2675,gadgetgate1way,Gadget Gate 1 Way
2676,gadgetgate2way,Gadget Gate 2 Way
2677,syncserverssl,Sync Server SSL
2678,pxc-sapxom,pxc-sapxom
2679,mpnjsomb,mpnjsomb
2680,,Removed
2681,ncdloadbalance,NCDLoadBalance
2682,mpnjsosv,mpnjsosv
2683,mpnjsocl,mpnjsocl
2684,mpnjsomg,mpnjsomg
2685,pq-lic-mgmt,pq-lic-mgmt
2686,md-cg-http,md-cf-http
2687,fastlynx,FastLynx
2688,hp-nnm-data,HP NNM Embedded Database
2689,itinternet,ITInternet ISM Server
2690,admins-lms,Admins LMS
2691,pwrsevent,pwrsevent
2692,vspread,VSPREAD
2694,unifyadmin,Unify Admin
2695,oce-snmp-trap,Oce SNMP Trap Port
2696,mck-ivpip,MCK-IVPIP
2697,csoft-plusclnt,Csoft Plus Client
2698,tqdata,tqdata
2699,sms-rcinfo,SMS RCINFO
2700,sms-xfer,SMS XFER
2701,sms-chat,SMS CHAT
2702,sms-remctrl,SMS REMCTRL
2703,sds-admin,SDS Admin
2704,ncdmirroring,NCD Mirroring
2705,emcsymapiport,EMCSYMAPIPORT
2706,banyan-net,Banyan-Net
2707,supermon,Supermon
2708,sso-service,SSO Service
2709,sso-control,SSO Control
2710,aocp,Axapta Object Communication Protocol
2711,raventbs,Raven Trinity Broker Service
2712,raventdm,Raven Trinity Data Mover
2713,hpstgmgr2,HPSTGMGR2
2714,inova-ip-disco,Inova IP Disco
2715,pn-requester,PN REQUESTER
2716,pn-requester2,PN REQUESTER 2
2717,scan-change,Scan & Change
2718,wkars,wkars
2719,smart-diagnose,Smart Diagnose
2720,proactivesrvr,Proactive Server
2721,watchdog-nt,WatchDog NT Protocol
2722,qotps,qotps
2723,msolap-ptp2,MSOLAP PTP2
2724,tams,TAMS
2725,mgcp-callagent,Media Gateway Control Protocol Call Agent
2726,sqdr,SQDR
2727,tcim-control,TCIM Control
2728,nec-raidplus,NEC RaidPlus
2729,fyre-messanger,Fyre Messagner
2730,g5m,G5M
2731,signet-ctf,Signet CTF
2732,ccs-software,CCS Software
2733,netiq-mc,NetIQ Monitor Console
2734,radwiz-nms-srv,RADWIZ NMS SRV
2735,srp-feedback,SRP Feedback
2736,ndl-tcp-ois-gw,NDL TCP-OSI Gateway
2737,tn-timing,TN Timing
2738,alarm,Alarm
2739,tsb,TSB
2740,tsb2,TSB2
2741,murx,murx
2742,honyaku,honyaku
2743,urbisnet,URBISNET
2744,cpudpencap,CPUDPENCAP
2745,fjippol-swrly,
2746,fjippol-polsvr,
2747,fjippol-cnsl,
2748,fjippol-port1,
2749,fjippol-port2,
2750,rsisysaccess,RSISYS ACCESS
2751,de-spot,de-spot
2752,apollo-cc,APOLLO CC
2753,expresspay,Express Pay
2754,simplement-tie,simplement-tie
2755,cnrp,CNRP
2756,apollo-status,APOLLO Status
2757,apollo-gms,APOLLO GMS
2758,sabams,Saba MS
2759,dicom-iscl,DICOM ISCL
2760,dicom-tls,DICOM TLS
2761,desktop-dna,Desktop DNA
2762,data-insurance,Data Insurance
2763,qip-audup,qip-audup
2764,compaq-scp,Compaq SCP
2765,uadtc,UADTC
2766,uacs,UACS
2767,exce,eXcE
2768,veronica,Veronica
2769,vergencecm,Vergence CM
2770,auris,auris
2771,rbakcup1,RBackup Remote Backup
2772,rbakcup2,RBackup Remote Backup
2773,smpp,SMPP
2774,ridgeway1,Ridgeway Systems & Software
2775,ridgeway2,Ridgeway Systems & Software
2776,gwen-sonya,Gwen-Sonya
2777,lbc-sync,LBC Sync
2778,lbc-control,LBC Control
2779,whosells,whosells
2780,everydayrc,everydayrc
2781,aises,AISES
2782,www-dev,world wide web - development
2783,aic-np,aic-np
2784,aic-oncrpc,aic-oncrpc - Destiny MCD database
2785,piccolo,piccolo - Cornerstone Software
2786,fryeserv,NetWare Loadable Module - Seagate Software
2787,media-agent,Media Agent
2788,plgproxy,PLG Proxy
2789,mtport-regist,MT Port Registrator
2790,f5-globalsite,f5-globalsite
2791,initlsmsad,initlsmsad
2792,livestats,LiveStats
2793,ac-tech,ac-tech
2795,esp-encap,esp-encap
2796,tmesis-upshot,TMESIS-UPShot
2797,icon-discover,ICON Discover
2798,acc-raid,ACC RAID
2799,igcp,IGCP
2800,veritas-udp1,Veritas UDP1
2801,btprjctrl,btprjctrl
2802,dvr-esm,March Networks Digital Video Recorders and Enterprise Service Manager products
2803,wta-wsp-s,WTA WSP-S
2804,cspuni,cspuni
2805,cspmulti,cspmulti
2806,j-lan-p,J-LAN-P
2807,corbaloc,CORBA LOC
2808,netsteward,Active Net Steward
2809,gsiftp,GSI FTP
2810,atmtcp,atmtcp
2811,llm-pass,llm-pass
2812,llm-csv,llm-csv
2813,lbc-measure,LBC Measurement
2814,lbc-watchdog,LBC Watchdog
2815,nmsigport,NMSig Port
2816,rmlnk,rmlnk
2817,fc-faultnotify,FC Fault Notification
2818,univision,UniVision
2819,vrts-at-port,VERITAS Authentication Service
2820,ka0wuc,ka0wuc
2821,cqg-netlan,CQG Net/LAN
2822,cqg-netlan-1,CQG Net/Lan 1
2823,,(unassigned) Possibly assigned
2824,slc-systemlog,slc systemlog
2825,slc-ctrlrloops,slc ctrlrloops
2826,itm-lm,ITM License Manager
2827,silkp1,silkp1
2828,silkp2,silkp2
2829,silkp3,silkp3
2830,silkp4,silkp4
2831,glishd,glishd
2832,evtp,EVTP
2833,evtp-data,EVTP-DATA
2834,catalyst,catalyst
2835,repliweb,Repliweb
2836,starbot,Starbot
2837,nmsigport,NMSigPort
2838,l3-exprt,l3-exprt
2839,l3-ranger,l3-ranger
2840,l3-hawk,l3-hawk
2841,pdnet,PDnet
2842,bpcp-poll,BPCP POLL
2843,bpcp-trap,BPCP TRAP
2844,aimpp-hello,AIMPP Hello
2845,aimpp-port-req,AIMPP Port Req
2846,amt-blc-port,AMT-BLC-PORT
2847,fxp,FXP
2848,metaconsole,MetaConsole
2849,webemshttp,webemshttp
2850,bears-01,bears-01
2851,ispipes,ISPipes
2852,infomover,InfoMover
2853,,Reserved
2854,cesdinv,cesdinv
2855,simctlp,SimCtIP
2856,ecnp,ECNP
2857,activememory,Active Memory
2858,dialpad-voice1,Dialpad Voice 1
2859,dialpad-voice2,Dialpad Voice 2
2860,ttg-protocol,TTG Protocol
2861,sonardata,Sonar Data
2862,astromed-main,main 5001 cmd
2863,pit-vpn,pit-vpn
2864,iwlistener,iwlistener
2865,esps-portal,esps-portal
2866,npep-messaging,Norman Proprietaqry Events Protocol
2867,icslap,ICSLAP
2868,daishi,daishi
2869,msi-selectplay,MSI Select Play
2870,radix,RADIX
2871,dxmessagebase1,DX Message Base Transport Protocol
2872,dxmessagebase2,DX Message Base Transport Protocol
2874,sps-tunnel,SPS Tunnel
2875,bluelance,BLUELANCE
2876,aap,AAP
2877,ucentric-ds,ucentric-ds
2878,synapse,Synapse Transport
2879,ndsp,NDSP
2880,ndtp,NDTP
2881,ndnp,NDNP
2882,flashmsg,Flash Msg
2883,topflow,TopFlow
2884,responselogic,RESPONSELOGIC
2885,aironetddp,aironet
2886,spcsdlobby,SPCSDLOBBY
2887,rsom,RSOM
2888,cspclmulti,CSPCLMULTI
2889,cinegrfx-elmd,CINEGRFX-ELMD License Manager
2890,snifferdata,SNIFFERDATA
2891,vseconnector,VSECONNECTOR
2892,abacus-remote,ABACUS-REMOTE
2893,natuslink,NATUS LINK
2894,ecovisiong6-1,ECOVISIONG6-1
2895,citrix-rtmp,Citrix RTMP
2896,appliance-cfg,APPLIANCE-CFG
2897,powergemplus,POWERGEMPLUS
2898,quicksuite,QUICKSUITE
2899,allstorcns,ALLSTORCNS
2900,netaspi,NET ASPI
2901,suitcase,SUITCASE
2902,m2ua,M2UA
2903,m3ua,M3UA
2904,caller9,CALLER9
2905,webmethods-b2b,WEBMETHODS B2B
2906,mao,mao
2907,funk-dialout,Funk Dialout
2908,tdaccess,TDAccess
2909,blockade,Blockade
2910,epicon,Epicon
2911,boosterware,Booster Ware
2912,gamelobby,Game Lobby
2913,tksocket,TK Socket
2914,elvin_server,Elvin Server
2915,elvin_client,Elvin Client
2916,kastenchasepad,Kasten Chase Pad
2917,roboer,roboER
2918,roboeda,roboEDA
2919,cesdcdman,CESD Contents Delivery Management
2920,cesdcdtrn,CESD Contents Delivery Data Transfer
2921,wta-wsp-wtp-s,WTA-WSP-WTP-S
2922,precise-vip,PRECISE-VIP
2923,,Unassigned (FRP-Released 12/7/00)
2924,mobile-file-dl,MOBILE-FILE-DL
2925,unimobilectrl,UNIMOBILECTRL
2926,redstone-cpss,REDSTONE-CPSS
2927,amx-webadmin,AMX-WEBADMIN
2928,amx-weblinx,AMX-WEBLINX
2929,circle-x,Circle-X
2930,incp,INCP
2931,4-tieropmgw,4-TIER OPM GW
2932,4-tieropmcli,4-TIER OPM CLI
2933,qtp,QTP
2934,otpatch,OTPatch
2935,pnaconsult-lm,PNACONSULT-LM
2936,sm-pas-1,SM-PAS-1
2937,sm-pas-2,SM-PAS-2
2938,sm-pas-3,SM-PAS-3
2939,sm-pas-4,SM-PAS-4
2940,sm-pas-5,SM-PAS-5
2941,ttnrepository,TTNRepository
2942,megaco-h248,Megaco-H.248 text
2943,h248-binary,Megaco/H.248 binary
2944,fjsvmpor,FJSVmpor
2945,gpsd,GPS Daemon request/response protocol
2946,wap-push,WAP PUSH
2947,wap-pushsecure,WAP PUSH SECURE
2948,esip,ESIP
2949,ottp,OTTP
2950,mpfwsas,MPFWSAS
2951,ovalarmsrv,OVALARMSRV
2952,ovalarmsrv-cmd,OVALARMSRV-CMD
2953,csnotify,CSNOTIFY
2954,ovrimosdbman,OVRIMOSDBMAN
2955,jmact5,JAMCT5
2956,jmact6,JAMCT6
2957,rmopagt,RMOPAGT
2958,dfoxserver,DFOXSERVER
2959,boldsoft-lm,BOLDSOFT-LM
2960,iph-policy-cli,IPH-POLICY-CLI
2961,iph-policy-adm,IPH-POLICY-ADM
2962,bullant-srap,BULLANT SRAP
2963,bullant-rap,BULLANT RAP
2964,idp-infotrieve,IDP-INFOTRIEVE
2965,ssc-agent,SSC-AGENT
2966,enpp,ENPP
2967,essp,ESSP
2968,index-net,INDEX-NET
2969,netclip,NetClip clipboard daemon
2970,pmsm-webrctl,PMSM Webrctl
2971,svnetworks,SV Networks
2972,signal,Signal
2973,fjmpcm,Fujitsu Configuration Management Service
2974,cns-srv-port,CNS Server Port
2975,ttc-etap-ns,TTCs Enterprise Test Access Protocol - NS
2976,ttc-etap-ds,TTCs Enterprise Test Access Protocol - DS
2977,h263-video,H.263 Video Streaming
2978,wimd,Instant Messaging Service
2979,mylxamport,MYLXAMPORT
2980,iwb-whiteboard,IWB-WHITEBOARD
2981,netplan,NETPLAN
2982,hpidsadmin,HPIDSADMIN
2983,hpidsagent,HPIDSAGENT
2984,stonefalls,STONEFALLS
2985,identify,identify
2986,hippad,HIPPA Reporting Protocol
2987,zarkov,ZARKOV Intelligent Agent Communication
2988,boscap,BOSCAP
2989,wkstn-mon,WKSTN-MON
2990,avenyo,Avenyo Server
2991,veritas-vis1,VERITAS VIS1
2992,veritas-vis2,VERITAS VIS2
2993,idrs,IDRS
2994,vsixml,vsixml
2995,rebol,REBOL
2996,realsecure,Real Secure
2997,remoteware-un,RemoteWare Unassigned
2998,remoteware-cl,RemoteWare Client
2999,,Reserved
3000,remoteware-srv,RemoteWare Server
3001,cgms,CGMS
3002,csoftragent,Csoft Agent
3003,geniuslm,Genius License Manager
3004,ii-admin,Instant Internet Admin
3005,lotusmtap,Lotus Mail Tracking Agent Protocol
3006,midnight-tech,Midnight Technologies
3007,pxc-ntfy,PXC-NTFY
3008,ping-pong,Telerate Workstation
3009,trusted-web,Trusted Web
3010,twsdss,Trusted Web Client
3011,gilatskysurfer,Gilat Sky Surfer
3012,broker_service,Broker Service
3013,nati-dstp,NATI DSTP
3014,notify_srvr,Notify Server
3015,event_listener,Event Listener
3016,srvc_registry,Service Registry
3017,resource_mgr,Resource Manager
3018,cifs,CIFS
3019,agriserver,AGRI Server
3020,csregagent,CSREGAGENT
3021,magicnotes,magicnotes
3022,nds_sso,NDS_SSO
3023,arepa-raft,Arepa Raft
3024,agri-gateway,AGRI Gateway
3025,LiebDevMgmt_C,LiebDevMgmt_C
3026,LiebDevMgmt_DM,LiebDevMgmt_DM
3027,LiebDevMgmt_A,LiebDevMgmt_A
3028,arepa-cas,Arepa Cas
3029,eppc,Remote AppleEvents/PPC Toolbox
3030,redwood-chat,Redwood Chat
3031,pdb,PDB
3032,osmosis-aeea,Osmosis / Helix (R) AEEA Port
3033,fjsv-gssagt,FJSV gssagt
3034,hagel-dump,Hagel DUMP
3035,hp-san-mgmt,HP SAN Mgmt
3036,santak-ups,Santak UPS
3037,cogitate,"Cogitate, Inc."
3038,tomato-springs,Tomato Springs
3039,di-traceware,di-traceware
3040,journee,journee
3041,brp,Broadcast Routing Protocol
3042,epp,EndPoint Protocol
3043,responsenet,ResponseNet
3044,di-ase,di-ase
3045,hlserver,Fast Security HL Server
3046,pctrader,Sierra Net PC Trader
3047,nsws,NSWS
3048,gds_db,gds_db
3049,galaxy-server,Galaxy Server
3050,apc-3052,APC 3052
3051,dsom-server,dsom-server
3052,amt-cnf-prot,AMT CNF PROT
3053,policyserver,Policy Server
3054,cdl-server,CDL Server
3055,goahead-fldup,GoAhead FldUp
3056,videobeans,videobeans
3057,qsoft,qsoft
3058,interserver,interserver
3059,cautcpd,cautcpd
3060,ncacn-ip-tcp,ncacn-ip-tcp
3061,ncadg-ip-udp,ncadg-ip-udp
3062,rprt,Remote Port Redirector
3063,slinterbase,slinterbase
3064,netattachsdmp,NETATTACHSDMP
3065,fjhpjp,FJHPJP
3066,ls3bcast,ls3 Broadcast
3067,ls3,ls3
3068,mgxswitch,MGXSWITCH
3069,,Reserved
3070,csd-monitor,ContinuStor Monitor Port
3071,vcrp,Very simple chatroom prot
3072,xbox,Xbox game port
3073,orbix-locator,Orbix 2000 Locator
3074,orbix-config,Orbix 2000 Config
3075,orbix-loc-ssl,Orbix 2000 Locator SSL
3076,orbix-cfg-ssl,Orbix 2000 Locator SSL
3077,lv-frontpanel,LV Front Panel
3078,stm_pproc,stm_pproc
3079,tl1-lv,TL1-LV
3080,tl1-raw,TL1-RAW
3081,tl1-telnet,TL1-TELNET
3082,itm-mccs,ITM-MCCS
3083,pcihreq,PCIHReq
3084,jdl-dbkitchen,JDL-DBKitchen
3085,asoki-sma,Asoki SMA
3086,xdtp,eXtensible Data Transfer Protocol
3087,ptk-alink,ParaTek Agent Linking
3088,stss,Senforce Session Services
3089,1ci-smcs,1Ci Server Management
3090,rapidmq-center,Jiiva RapidMQ Center
3091,rapidmq-reg,Jiiva RapidMQ Registry
3093,panasas,Panasas rendezvous port
3094,ndl-aps,Active Print Server Port
3095,itu-bicc-stc,ITU-T Q.1902.1/Q.2150.3
3096,umm-port,Universal Message Manager
3097,chmd,CHIPSY Machine Daemon
3098,opcon-xps,OpCon/xps
3099,hp-pxpib,HP PolicyXpert PIB Server
3100,slslavemon,SoftlinK Slave Mon Port
3101,autocuesmi,Autocue SMI Protocol
3102,autocuetime,Autocue Time Service
3103,cardbox,Cardbox
3104,cardbox-http,Cardbox HTTP
3105,business,Business protocol
3106,geolocate,Geolocate protocol
3107,personnel,Personnel protocol
3108,sim-control,simulator control port
3109,wsynch,Web Synchronous Services
3110,ksysguard,KDE System Guard
3111,cs-auth-svr,CS-Authenticate Svr Port
3112,ccmad,CCM AutoDiscover
3113,mctet-master,MCTET Master
3114,mctet-gateway,MCTET Gateway
3115,mctet-jserv,MCTET Jserv
3116,pkagent,PKAgent
3117,d2000kernel,D2000 Kernel Port
3118,d2000webserver,D2000 Webserver Port
3119,,Reserved
3120,vtr-emulator,MTI VTR Emulator port
3121,edix,EDI Translation Protocol
3122,beacon-port,Beacon Port
3123,a13-an,A13-AN Interface
3124,ctx-bridge,CTX Bridge Port
3125,ndl-aas,Active API Server Port
3127,netport-id,NetPort Discovery Port
3128,icpv2,ICPv2
3129,netbookmark,Net Book Mark
3130,ms-rule-engine,Microsoft Business Rule Engine Update Service
3131,prism-deploy,Prism Deploy User Port
3132,ecp,Extensible Code Protocol
3133,peerbook-port,PeerBook Port
3134,grubd,Grub Server Port
3135,rtnt-1,rtnt-1 data packets
3136,rtnt-2,rtnt-2 data packets
3137,incognitorv,Incognito Rendez-Vous
3138,ariliamulti,Arilia Multiplexor
3139,vmodem,VMODEM
3140,rdc-wh-eos,RDC WH EOS
3141,seaview,Sea View
3142,tarantella,Tarantella
3143,csi-lfap,CSI-LFAP
3144,bears-02,bears-02
3145,rfio,RFIO
3146,nm-game-admin,NetMike Game Administrator
3147,nm-game-server,NetMike Game Server
3148,nm-asses-admin,NetMike Assessor Administrator
3149,nm-assessor,NetMike Assessor
3150,feitianrockey,FeiTian Port
3151,s8-client-port,S8Cargo Client Port
3152,ccmrmi,ON RMI Registry
3153,jpegmpeg,JpegMpeg Port
3154,indura,Indura Collector
3155,e3consultants,CCC Listener Port
3156,stvp,SmashTV Protocol
3157,navegaweb-port,NavegaWeb Tarification
3158,tip-app-server,TIP Application Server
3159,doc1lm,DOC1 License Manager
3160,sflm,SFLM
3161,res-sap,RES-SAP
3162,imprs,IMPRS
3163,newgenpay,Newgenpay Engine Service
3164,sossecollector,Quest Spotlight Out-Of-Process Collector
3165,nowcontact,Now Contact Public Server
3166,poweronnud,Now Up-to-Date Public Server
3167,serverview-as,SERVERVIEW-AS
3168,serverview-asn,SERVERVIEW-ASN
3169,serverview-gf,SERVERVIEW-GF
3170,serverview-rm,SERVERVIEW-RM
3171,serverview-icc,SERVERVIEW-ICC
3172,armi-server,ARMI Server
3173,t1-e1-over-ip,T1_E1_Over_IP
3174,ars-master,ARS Master
3175,phonex-port,Phonex Protocol
3176,radclientport,Radiance UltraEdge Port
3177,h2gf-w-2m,H2GF W.2m Handover prot.
3178,mc-brk-srv,Millicent Broker Server
3179,bmcpatrolagent,BMC Patrol Agent
3180,bmcpatrolrnvu,BMC Patrol Rendezvous
3181,cops-tls,COPS/TLS
3182,apogeex-port,ApogeeX Port
3183,smpppd,SuSE Meta PPPD
3184,iiw-port,IIW Monitor User Port
3185,odi-port,Open Design Listen Port
3186,brcm-comm-port,Broadcom Port
3187,pcle-infex,Pinnacle Sys InfEx Port
3188,csvr-proxy,ConServR Proxy
3189,csvr-sslproxy,ConServR SSL Proxy
3190,firemonrcc,FireMon Revision Control
3191,spandataport,SpanDataPort
3192,magbind,Rockstorm MAG protocol
3193,ncu-1,Network Control Unit
3194,ncu-2,Network Control Unit
3195,embrace-dp-s,Embrace Device Protocol Server
3196,embrace-dp-c,Embrace Device Protocol Client
3197,dmod-workspace,DMOD WorkSpace
3198,tick-port,Press-sense Tick Port
3199,cpq-tasksmart,CPQ-TaskSmart
3200,intraintra,IntraIntra
3201,netwatcher-mon,Network Watcher Monitor
3202,netwatcher-db,Network Watcher DB Access
3203,isns,iSNS Server Port
3204,ironmail,IronMail POP Proxy
3205,vx-auth-port,Veritas Authentication Port
3206,pfu-prcallback,PFU PR Callback
3207,netwkpathengine,HP OpenView Network Path Engine Server
3208,flamenco-proxy,Flamenco Networks Proxy
3209,avsecuremgmt,Avocent Secure Management
3210,surveyinst,Survey Instrument
3211,neon24x7,NEON 24X7 Mission Control
3212,jmq-daemon-1,JMQ Daemon Port 1
3213,jmq-daemon-2,JMQ Daemon Port 2
3214,ferrari-foam,Ferrari electronic FOAM
3215,unite,Unified IP & Telecom Environment
3216,smartpackets,EMC SmartPackets
3217,wms-messenger,WMS Messenger
3218,xnm-ssl,XML NM over SSL
3219,xnm-clear-text,XML NM over TCP
3220,glbp,Gateway Load Balancing Pr
3221,digivote,DIGIVOTE (R) Vote-Server
3222,aes-discovery,AES Discovery Port
3223,fcip-port,FCIP
3224,isi-irp,ISI Industry Software IRP
3225,dwnmshttp,DiamondWave NMS Server
3226,dwmsgserver,DiamondWave MSG Server
3227,global-cd-port,Global CD Port
3228,sftdst-port,Software Distributor Port
3229,vidigo,VidiGo communication (previous was: Delta Solutions Direct)
3230,mdtp,MDT port
3231,whisker,WhiskerControl main port
3232,alchemy,Alchemy Server
3233,mdap-port,MDAP Port
3234,apparenet-ts,appareNet Test Server
3235,apparenet-tps,appareNet Test Packet Sequencer
3236,apparenet-as,appareNet Analysis Server
3237,apparenet-ui,appareNet User Interface
3238,triomotion,Trio Motion Control Port
3239,sysorb,SysOrb Monitoring Server
3240,sdp-id-port,Session Description ID
3241,timelot,Timelot Port
3242,onesaf,OneSAF
3243,vieo-fe,VIEO Fabric Executive
3244,dvt-system,DVT SYSTEM PORT
3245,dvt-data,DVT DATA LINK
3246,procos-lm,PROCOS LM
3247,ssp,State Sync Protocol
3248,hicp,HMS hicp port
3249,sysscanner,Sys Scanner
3250,dhe,DHE port
3251,pda-data,PDA Data
3252,pda-sys,PDA System
3253,semaphore,Semaphore Connection Port
3254,cpqrpm-agent,Compaq RPM Agent Port
3255,cpqrpm-server,Compaq RPM Server Port
3256,ivecon-port,Ivecon Server Port
3257,epncdp2,Epson Network Common Devi
3258,iscsi-target,iSCSI port
3259,winshadow,winShadow
3260,necp,NECP
3261,ecolor-imager,E-Color Enterprise Imager
3262,ccmail,cc:mail/lotus
3263,altav-tunnel,Altav Tunnel
3264,ns-cfg-server,NS CFG Server
3265,ibm-dial-out,IBM Dial Out
3266,msft-gc,Microsoft Global Catalog
3267,msft-gc-ssl,Microsoft Global Catalog with LDAP/SSL
3268,verismart,Verismart
3269,csoft-prev,CSoft Prev Port
3270,user-manager,Fujitsu User Manager
3271,sxmp,Simple Extensible Multiplexed Protocol
3272,ordinox-server,Ordinox Server
3273,samd,SAMD
3274,maxim-asics,Maxim ASICs
3275,awg-proxy,AWG Proxy
3276,lkcmserver,LKCM Server
3277,admind,admind
3278,vs-server,VS Server
3279,sysopt,SYSOPT
3280,datusorb,Datusorb
3281,Apple Remote Desktop (Net Assistant),Net Assistant
3282,4talk,4Talk
3283,plato,Plato
3284,e-net,E-Net
3285,directvdata,DIRECTVDATA
3286,cops,COPS
3287,enpc,ENPC
3288,caps-lm,CAPS LOGISTICS TOOLKIT - LM
3289,sah-lm,S A Holditch & Associates - LM
3290,cart-o-rama,Cart O Rama
3291,fg-fps,fg-fps
3292,fg-gip,fg-gip
3293,dyniplookup,Dynamic IP Lookup
3294,rib-slm,Rib License Manager
3295,cytel-lm,Cytel License Manager
3296,deskview,DeskView
3297,pdrncs,pdrncs
3298,,Reserved
3299,mcs-fastmail,MCS Fastmail
3300,opsession-clnt,OP Session Client
3302,opsession-srvr,OP Session Server
3303,odette-ftp,ODETTE-FTP
3304,mysql,MySQL
3305,opsession-prxy,OP Session Proxy
3306,tns-server,TNS Server
3307,tns-adv,TNS ADV
3308,dyna-access,Dyna Access
3309,mcns-tel-ret,MCNS Tel Ret
3310,appman-server,Application Management Server
3311,uorb,Unify Object Broker
3312,uohost,Unify Object Host
3313,cdid,CDID
3314,aicc-cmi,AICC/CMI
3315,vsaiport,VSAI PORT
3316,ssrip,Swith to Swith Routing Information Protocol
3317,sdt-lmd,SDT License Manager
3318,officelink2000,Office Link 2000
3319,vnsstr,VNSSTR
3320,active-net,Active Networks
3321,active-net,Active Networks
3322,active-net,Active Networks
3323,active-net,Active Networks
3324,sftu,SFTU
3325,bbars,BBARS
3326,egptlm,Eaglepoint License Manager
3327,hp-device-disc,HP Device Disc
3328,mcs-calypsoicf,MCS Calypso ICF
3329,mcs-messaging,MCS Messaging
3330,mcs-mailsvr,MCS Mail Server
3331,dec-notes,DEC Notes
3332,directv-web,Direct TV Webcasting
3333,directv-soft,Direct TV Software Updates
3334,directv-tick,Direct TV Tickers
3335,directv-catlg,Direct TV Data Catalog
3336,anet-b,OMF data b
3337,anet-l,OMF data l
3338,anet-m,OMF data m
3339,anet-h,OMF data h
3340,webtie,WebTIE
3341,ms-cluster-net,MS Cluster Net
3342,bnt-manager,BNT Manager
3343,influence,Influence
3344,trnsprntproxy,Trnsprnt Proxy
3345,phoenix-rpc,Phoenix RPC
3346,pangolin-laser,Pangolin Laser
3347,chevinservices,Chevin Services
3348,findviatv,FINDVIATV
3349,btrieve,Btrieve port
3350,ssql,Scalable SQL
3351,fatpipe,FATPIPE
3352,suitjd,SUITJD
3353,ordinox-dbase,Ordinox Dbase
3354,upnotifyps,UPNOTIFYPS
3355,adtech-test,Adtech Test IP
3356,mpsysrmsvr,Mp Sys Rmsvr
3357,wg-netforce,WG NetForce
3358,kv-server,KV Server
3359,kv-agent,KV Agent
3360,dj-ilm,DJ ILM
3361,nati-vi-server,NATI Vi Server
3362,creativeserver,Creative Server
3363,contentserver,Content Server
3364,creativepartnr,Creative Partner
3365,satvid-datalnk,Satellite Video Data Link
3366,satvid-datalnk,Satellite Video Data Link
3367,satvid-datalnk,Satellite Video Data Link
3368,satvid-datalnk,Satellite Video Data Link
3369,satvid-datalnk,Satellite Video Data Link
3370,tip2,TIP 2
3371,lavenir-lm,Lavenir License Manager
